sensor_1_x,sensor_1_y,sensor_1_z,sensor_2_x,sensor_2_y,sensor_2_z,sensor_3_x,sensor_3_y,sensor_3_z,sensor_4_x,sensor_4_y,sensor_4_z,sensor_5_x,sensor_5_y,sensor_5_z,sensor_6_x,sensor_6_y,sensor_6_z,sensor_7_x,sensor_7_y,sensor_7_z,sensor_8_x,sensor_8_y,sensor_8_z,sensor_9_x,sensor_9_y,sensor_9_z,sensor_10_x,sensor_10_y,sensor_10_z,sensor_11_x,sensor_11_y,sensor_11_z,sensor_12_x,sensor_12_y,sensor_12_z
12.956348,-0.683496,21.974414,12.952051,-0.735352,21.503418,12.641797,-0.464844,21.391211,11.862305,0.491797,-21.583691,12.132129,1.069922,-22.223535,11.585449,0.921582,-21.900195,-11.899023,0.935449,21.516895,-11.616211,0.510352,21.977539,-11.777051,-0.069141,22.055176,-12.228125,-0.628516,-21.698926,-12.079004,-1.139453,-21.487500,-11.859668,-0.687109,-21.711523
12.951270,-0.685254,21.976562,12.948145,-0.733984,21.505273,12.635840,-0.466211,21.397656,11.856836,0.493066,-21.584863,12.127051,1.069824,-22.228223,11.580176,0.922070,-21.906250,-11.889160,0.935645,21.517090,-11.611328,0.511133,21.984766,-11.770898,-0.067480,22.064258,-12.220996,-0.629687,-21.702148,-12.076074,-1.141406,-21.491211,-11.855566,-0.688477,-21.714258
12.799512,-0.686719,22.052344,12.798340,-0.736426,21.584082,12.484570,-0.468164,21.474219,11.699219,0.492285,-21.656152,11.964941,1.069531,-22.302051,11.415332,0.922461,-21.978223,-11.730469,0.938574,21.593945,-11.440332,0.512598,22.056641,-11.601855,-0.061621,22.141602,-12.050293,-0.636426,-21.784473,-11.904395,-1.141211,-21.573145,-11.675684,-0.687793,-21.793457
12.348242,-0.698828,22.276758,12.357520,-0.749902,21.802832,12.038281,-0.477051,21.690039,11.245703,0.493066,-21.860840,11.496582,1.076465,-22.510547,10.946094,0.930176,-22.170410,-11.273047,0.950098,21.798340,-10.969824,0.525293,22.251660,-11.127637,-0.043848,22.344531,-11.587207,-0.657324,-21.992871,-11.437012,-1.147461,-21.783203,-11.204199,-0.695508,-21.997168
11.738867,-0.711230,22.554785,11.771484,-0.764160,22.086816,11.441113,-0.488965,21.958691,10.642871,0.493457,-22.114844,10.879785,1.080176,-22.767871,10.334961,0.939746,-22.410742,-10.675781,0.961523,22.046484,-10.351270,0.538379,22.484961,-10.509766,-0.021387,22.582617,-10.984766,-0.684961,-22.245605,-10.837695,-1.153125,-22.035547,-10.597266,-0.699805,-22.240918
11.107910,-0.721973,22.815137,11.163184,-0.775879,22.355371,10.827441,-0.498145,22.211914,10.021387,0.490820,-22.353027,10.239355,1.081152,-23.005273,9.702441,0.947363,-22.629004,-10.057422,0.973730,22.280371,-9.716113,0.547656,22.704590,-9.876660,0.000195,22.814062,-10.359961,-0.708594,-22.479590,-10.219922,-1.157227,-22.273145,-9.969043,-0.701074,-22.470117
10.457715,-0.737402,23.066699,10.530176,-0.792285,22.608203,10.190723,-0.510156,22.449707,9.380566,0.493555,-22.573145,9.585156,1.086426,-23.230469,9.047949,0.958008,-22.839648,-9.416895,0.984180,22.494824,-9.058984,0.562695,22.915918,-9.223047,0.025879,23.027734,-9.720117,-0.737402,-22.701953,-9.581836,-1.164258,-22.497852,-9.324609,-0.708691,-22.685254
9.778516,-0.753320,23.299902,9.872363,-0.811523,22.842676,9.530078,-0.526953,22.682715,8.712793,0.497266,-22.786230,8.901563,1.094141,-23.443066,8.371387,0.971484,-23.037012,-8.757520,1.000781,22.703613,-8.376758,0.578320,23.108008,-8.544141,0.053809,23.232910,-9.053711,-0.767090,-22.908008,-8.914844,-1.173047,-22.705957,-8.656836,-0.718066,-22.892285
9.097656,-0.768164,23.520312,9.211035,-0.829199,23.065820,8.862402,-0.538672,22.889063,8.043164,0.499609,-22.979102,8.209961,1.098730,-23.637012,7.691309,0.982422,-23.218652,-8.086523,1.013574,22.884863,-7.692773,0.592969,23.282031,-7.862793,0.081641,23.418750,-8.382129,-0.797070,-23.100000,-8.249414,-1.180078,-22.895117,-7.978711,-0.724316,-23.074707
8.401465,-0.783984,23.724609,8.535449,-0.845605,23.269336,8.183008,-0.554297,23.082617,7.361328,0.502930,-23.157129,7.510937,1.102930,-23.815625,6.996777,0.994434,-23.378516,-7.408789,1.026758,23.059473,-6.999609,0.610449,23.447949,-7.167969,0.110449,23.583691,-7.700391,-0.826074,-23.271582,-7.568652,-1.185645,-23.074414,-7.295117,-0.732910,-23.247070
7.660547,-0.799902,23.913086,7.822266,-0.862988,23.463379,7.461719,-0.569141,23.262305,6.637109,0.504492,-23.325098,6.772363,1.108789,-23.981152,6.266992,1.005273,-23.533594,-6.690723,1.040820,23.218262,-6.265820,0.625684,23.597656,-6.435742,0.138770,23.745313,-6.981250,-0.856836,-23.432910,-6.849023,-1.193555,-23.239941,-6.570898,-0.740039,-23.405469
6.900586,-0.816406,24.089453,7.082813,-0.879883,23.641797,6.716504,-0.584473,23.434180,5.892676,0.508691,-23.478125,6.007520,1.113965,-24.131250,5.508105,1.015918,-23.667090,-5.949609,1.052637,23.366016,-5.511035,0.641602,23.729102,-5.681152,0.170605,23.887500,-6.234082,-0.886328,-23.583496,-6.105371,-1.198340,-23.393164,-5.821875,-0.746777,-23.549316
6.172559,-0.830664,24.237207,6.375879,-0.897754,23.796484,6.007617,-0.599023,23.575879,5.181836,0.510352,-23.607422,5.278125,1.117383,-24.259180,4.792285,1.027734,-23.780273,-5.242773,1.065918,23.491016,-4.787598,0.656934,23.841602,-4.959766,0.199902,24.003418,-5.524609,-0.914746,-23.706836,-5.399219,-1.204687,-23.517773,-5.108203,-0.754785,-23.666992
5.437500,-0.845605,24.363184,5.658594,-0.913086,23.929492,5.287402,-0.613379,23.699121,4.467285,0.513574,-23.717773,4.544727,1.120801,-24.369727,4.066309,1.036914,-23.874707,-4.527246,1.077051,23.595410,-4.059570,0.673633,23.925195,-4.229297,0.228027,24.100684,-4.804004,-0.942578,-23.806348,-4.683496,-1.209375,-23.625879,-4.384961,-0.761035,-23.767285
4.696387,-0.863477,24.478223,4.933887,-0.930371,24.049121,4.560645,-0.629687,23.810352,3.743848,0.516699,-23.809277,3.801270,1.125488,-24.457422,3.336523,1.049707,-23.953223,-3.809570,1.089844,23.682813,-3.322070,0.690820,24.005859,-3.497559,0.260449,24.183203,-4.083594,-0.971680,-23.895996,-3.961816,-1.216113,-23.719727,-3.660840,-0.770410,-23.848633
3.946680,-0.880273,24.572656,4.203613,-0.946875,24.147656,3.828125,-0.643848,23.895898,3.013770,0.521289,-23.886523,3.055273,1.129395,-24.528906,2.596484,1.057813,-24.014844,-3.082129,1.101758,23.750781,-2.584277,0.705176,24.062012,-2.756934,0.290527,24.250293,-3.351172,-1.000879,-23.967188,-3.230762,-1.222559,-23.794629,-2.926953,-0.776953,-23.916992
3.192188,-0.895410,24.655176,3.467773,-0.963867,24.233887,3.087402,-0.659668,23.970508,2.283105,0.524707,-23.950977,2.304883,1.131641,-24.587891,1.858398,1.068457,-24.064160,-2.353418,1.115527,23.810156,-1.845410,0.723437,24.111816,-2.015137,0.321289,24.294922,-2.615918,-1.030762,-24.026172,-2.499414,-1.228320,-23.858789,-2.188184,-0.785254,-23.970312
2.434180,-0.908691,24.717871,2.726953,-0.979102,24.299316,2.344531,-0.674902,24.027344,1.546680,0.527051,-23.993652,1.547168,1.136133,-24.635352,1.115527,1.079883,-24.093555,-1.617773,1.126367,23.852246,-1.098828,0.740332,24.143164,-1.265918,0.353613,24.330469,-1.875000,-1.057520,-24.064648,-1.763965,-1.232324,-23.903418,-1.451660,-0.793457,-24.009570
1.669922,-0.925195,24.760156,1.982324,-0.997266,24.351953,1.597754,-0.690039,24.074902,0.804688,0.529883,-24.027539,0.790625,1.137988,-24.661133,0.367090,1.089648,-24.109570,-0.882617,1.136328,23.876270,-0.353516,0.755859,24.159473,-0.521094,0.385059,24.350000,-1.132129,-1.086719,-24.090918,-1.024219,-1.236621,-23.934766,-0.707422,-0.800195,-24.033008
0.903320,-0.941211,24.792969,1.231055,-1.012988,24.387305,0.846777,-0.707324,24.102344,0.064160,0.534668,-24.040723,0.032715,1.140430,-24.669531,-0.376563,1.099023,-24.108301,-0.143164,1.148340,23.887793,0.397559,0.771289,24.146582,0.230566,0.418555,24.350293,-0.389355,-1.114355,-24.093945,-0.282324,-1.241504,-23.950098,0.036035,-0.806445,-24.040430
0.130664,-0.954980,24.809082,0.477930,-1.027637,24.409668,0.097754,-0.722949,24.118750,-0.676172,0.537598,-24.038086,-0.726172,1.142676,-24.663281,-1.121289,1.107715,-24.091406,0.593262,1.159082,23.876562,1.143164,0.788770,24.135840,0.979297,0.449707,24.338184,0.352148,-1.142090,-24.089941,0.457422,-1.246484,-23.948438,0.776074,-0.815820,-24.030566
-0.632617,-0.970801,24.803906,-0.270117,-1.044336,24.408398,-0.652637,-0.736621,24.114941,-1.416602,0.540527,-24.021973,-1.485840,1.147461,-24.639648,-1.868555,1.117676,-24.057617,1.330273,1.168164,23.856641,1.891797,0.804395,24.087891,1.728027,0.483301,24.309473,1.096875,-1.170898,-24.066406,1.197754,-1.249414,-23.931445,1.519434,-0.822656,-24.012109
-1.455859,-0.987988,24.781055,-1.072852,-1.060938,24.390039,-1.456445,-0.752539,24.086816,-2.204102,0.542871,-23.980566,-2.298535,1.146973,-24.592383,-2.660938,1.128223,-24.001270,2.121777,1.179199,23.808301,2.683789,0.822070,24.030078,2.525488,0.517773,24.255566,1.890527,-1.198926,-24.021289,1.990234,-1.251660,-23.889941,2.314648,-0.830078,-23.961914
-2.243750,-1.000781,24.738379,-1.845996,-1.075781,24.359082,-2.227637,-0.769238,24.045996,-2.964258,0.546484,-23.931348,-3.075684,1.147852,-24.534082,-3.423340,1.137793,-23.934082,2.873145,1.187402,23.753711,3.447461,0.838281,23.956250,3.293750,0.551465,24.186523,2.654004,-1.227930,-23.962598,2.747852,-1.254687,-23.836035,3.073926,-0.837891,-23.897070
-3.008301,-1.018066,24.684180,-2.594141,-1.091992,24.311426,-2.972852,-0.782520,23.986523,-3.696680,0.549805,-23.861426,-3.824219,1.149023,-24.458984,-4.159180,1.145801,-23.849609,3.605957,1.196484,23.676758,4.183691,0.853516,23.872559,4.030469,0.585938,24.101367,3.390039,-1.253906,-23.886719,3.481641,-1.257031,-23.767090,3.807520,-0.845020,-23.820801
-3.765234,-1.032715,24.612500,-3.336523,-1.106641,24.246289,-3.716602,-0.799121,23.915918,-4.422266,0.554395,-23.777441,-4.569629,1.149609,-24.367188,-4.887402,1.154785,-23.751270,4.328027,1.206934,23.594141,4.915918,0.867090,23.764160,4.767188,0.618750,24.005273,4.124023,-1.281055,-23.795898,4.212012,-1.259180,-23.685938,4.533984,-0.851855,-23.731543
-4.520898,-1.047656,24.524902,-4.078125,-1.121191,24.168359,-4.454199,-0.814160,23.832617,-5.146191,0.554980,-23.678223,-5.311719,1.149902,-24.262305,-5.614160,1.162695,-23.633594,5.050781,1.217480,23.490820,5.642969,0.885938,23.652832,5.493945,0.654004,23.889844,4.852930,-1.308008,-23.693750,4.938184,-1.263574,-23.590039,5.261230,-0.860156,-23.627246
-5.267188,-1.061133,24.415039,-4.815137,-1.135352,24.066797,-5.185156,-0.829297,23.725293,-5.859473,0.560059,-23.556055,-6.045996,1.150488,-24.131934,-6.326758,1.170020,-23.500977,5.760937,1.223145,23.371582,6.359277,0.899707,23.513672,6.213281,0.688086,23.754102,5.571484,-1.332910,-23.567285,5.651367,-1.264453,-23.474512,5.976270,-0.865723,-23.501660
-6.010352,-1.073828,24.290527,-5.541699,-1.149805,23.952148,-5.911230,-0.844043,23.600781,-6.572949,0.561914,-23.422949,-6.771289,1.150391,-23.989062,-7.033203,1.176855,-23.354395,6.467090,1.229102,23.228223,7.062891,0.914160,23.352832,6.923633,0.721387,23.604102,6.285938,-1.358789,-23.427148,6.364551,-1.265234,-23.342773,6.686914,-0.873047,-23.362012
-6.819434,-1.089258,24.134180,-6.333789,-1.164746,23.806738,-6.698145,-0.860938,23.448438,-7.339258,0.566895,-23.259082,-7.558691,1.150781,-23.815723,-7.803711,1.185059,-23.169336,7.232422,1.236621,23.058301,7.829883,0.931055,23.166016,7.695605,0.758691,23.421484,7.062109,-1.387500,-23.257715,7.134668,-1.265723,-23.178711,7.454199,-0.880176,-23.187109
-7.544336,-1.100977,23.973047,-7.046777,-1.176855,23.654883,-7.406152,-0.874316,23.291504,-8.028809,0.568457,-23.088281,-8.266113,1.147852,-23.639453,-8.489062,1.191895,-22.983789,7.917969,1.244141,22.885352,8.518262,0.947656,22.976562,8.388379,0.792480,23.234668,7.756543,-1.410547,-23.083398,7.826172,-1.266504,-23.011621,8.144922,-0.886133,-23.009082
-8.259375,-1.116016,23.791895,-7.748926,-1.189941,23.485742,-8.105176,-0.889160,23.111328,-8.709668,0.571973,-22.903418,-8.966797,1.147266,-23.438184,-9.168262,1.197754,-22.777832,8.594727,1.251074,22.694434,9.202051,0.962109,22.773926,9.069629,0.827246,23.031641,8.443164,-1.435840,-22.886523,8.509277,-1.267871,-22.823340,8.825000,-0.890723,-22.814453
-8.965625,-1.126660,23.599414,-8.443457,-1.205273,23.301465,-8.794922,-0.902539,22.926465,-9.380762,0.574902,-22.696582,-9.650391,1.144434,-23.224805,-9.836328,1.204102,-22.557813,9.261914,1.256250,22.487402,9.869629,0.976074,22.550879,9.741895,0.861426,22.810645,9.120410,-1.461328,-22.680176,9.181836,-1.266602,-22.621484,9.495410,-0.897559,-22.602539
-9.659082,-1.139844,23.383203,-9.126660,-1.216895,23.096582,-9.472852,-0.918848,22.714160,-10.036426,0.576953,-22.471484,-10.325000,1.142480,-22.989746,-10.490723,1.208691,-22.318262,9.915234,1.262305,22.261523,10.522461,0.989746,22.302148,10.402734,0.895996,22.573047,9.785547,-1.485840,-22.452344,9.840625,-1.266211,-22.400195,10.150293,-0.904297,-22.373926
-10.339551,-1.152832,23.150293,-9.798926,-1.228418,22.877051,-10.138477,-0.932031,22.489648,-10.680273,0.579785,-22.228906,-10.984863,1.139355,-22.733203,-11.131641,1.214551,-22.061914,10.555762,1.267773,22.021191,11.160645,1.003027,22.045215,11.044141,0.931934,22.313574,10.435937,-1.509375,-22.205176,10.486914,-1.265723,-22.160352,10.795508,-0.910059,-22.125684
-11.009668,-1.164258,22.900488,-10.457227,-1.240527,22.634863,-10.787402,-0.946387,22.241309,-11.312988,0.582520,-21.970996,-11.635059,1.136914,-22.468066,-11.758789,1.221289,-21.788672,11.184473,1.269434,21.758496,11.791602,1.018164,21.772461,11.676855,0.967676,22.042578,11.075781,-1.534180,-21.947852,11.122461,-1.266895,-21.904297,11.423145,-0.917383,-21.860742
-11.702637,-1.176758,22.614258,-11.139160,-1.253809,22.363672,-11.466406,-0.962695,21.961230,-11.968652,0.587012,-21.679199,-12.308203,1.133984,-22.162988,-12.408105,1.226270,-21.474316,11.833789,1.273535,21.464648,12.438477,1.032129,21.457715,12.330469,1.002344,21.731738,11.739844,-1.559668,-21.647266,11.780957,-1.264648,-21.618945,12.077441,-0.923145,-21.561621
-12.369824,-1.189941,22.319043,-11.799121,-1.265527,22.078223,-12.114941,-0.974902,21.668652,-12.594141,0.589258,-21.367285,-12.951270,1.130566,-21.841211,-13.029492,1.233789,-21.154395,12.457910,1.276563,21.159570,13.061914,1.047754,21.130371,12.955469,1.040625,21.407227,12.376855,-1.582715,-21.337207,12.407617,-1.262988,-21.313379,12.701562,-0.929980,-21.249902
-12.993262,-1.200098,22.004687,-12.414746,-1.276172,21.781738,-12.720508,-0.990039,21.362891,-13.183691,0.592969,-21.049414,-13.552539,1.127734,-21.508984,-13.609180,1.239355,-20.817285,13.036230,1.280273,20.845410,13.637402,1.059277,20.787793,13.539844,1.077539,21.073633,12.970801,-1.606641,-21.017676,12.999707,-1.260352,-21.000098,13.285156,-0.935449,-20.922266
-13.605957,-1.211133,21.680664,-13.017285,-1.286426,21.469531,-13.317969,-1.004395,21.050586,-13.757324,0.595898,-20.718555,-14.138281,1.123242,-21.164941,-14.173438,1.242773,-20.469238,13.607129,1.280664,20.510449,14.202734,1.071875,20.439551,14.113281,1.111719,20.727930,13.552832,-1.628027,-20.683301,13.575098,-1.258594,-20.671484,13.855078,-0.941602,-20.583594
-14.204199,-1.222949,21.332422,-13.603906,-1.295313,21.134668,-13.898633,-1.018164,20.709277,-14.317578,0.598535,-20.369824,-14.712305,1.119141,-20.799707,-14.725293,1.247168,-20.102539,14.161719,1.285059,20.160547,14.758496,1.087109,20.075000,14.666992,1.146387,20.356348,14.120215,-1.651074,-20.332227,14.137695,-1.258203,-20.324512,14.411426,-0.947168,-20.226855
-14.783008,-1.232813,20.965820,-14.178906,-1.305469,20.781445,-14.458301,-1.030566,20.347656,-14.860449,0.602539,-19.996582,-15.268750,1.115137,-20.409668,-15.263086,1.250879,-19.713477,14.698340,1.284961,19.793750,15.294629,1.098437,19.681445,15.204980,1.181738,19.969238,14.673145,-1.670410,-19.955176,14.681641,-1.254883,-19.957520,14.951758,-0.951270,-19.850391
-15.345410,-1.243359,20.583301,-14.735449,-1.315820,20.411816,-15.002051,-1.044727,19.967188,-15.384668,0.605957,-19.602930,-15.805762,1.110059,-20.004785,-15.778711,1.254785,-19.304199,15.220313,1.285645,19.399023,15.802930,1.112207,19.267676,15.722949,1.216895,19.557520,15.204395,-1.693457,-19.560059,15.209375,-1.251465,-19.567578,15.470215,-0.955664,-19.452246
-15.889062,-1.250879,20.173437,-15.273145,-1.323340,20.018164,-15.532813,-1.056641,19.569238,-15.895215,0.610938,-19.193164,-16.327051,1.100977,-19.578906,-16.281641,1.257324,-18.878711,15.724121,1.285352,18.989844,16.301367,1.123633,18.833789,16.230566,1.250684,19.131836,15.720215,-1.712695,-19.148047,15.719824,-1.248340,-19.161230,15.973730,-0.959375,-19.032422
-16.416309,-1.260352,19.749707,-15.795215,-1.331738,19.606152,-16.044434,-1.068848,19.151855,-16.383984,0.613477,-18.760742,-16.830957,1.098047,-19.130176,-16.762207,1.262109,-18.428125,16.211133,1.285254,18.562891,16.782324,1.139941,18.382617,16.713672,1.287793,18.684863,16.220215,-1.734766,-18.717383,16.212402,-1.243652,-18.734766,16.461523,-0.966797,-18.596875
-16.930273,-1.267676,19.306934,-16.300977,-1.337988,19.177637,-16.541113,-1.079004,18.715918,-16.861816,0.614746,-18.309473,-17.317871,1.091699,-18.663770,-17.226465,1.267383,-17.959863,16.679395,1.285254,18.113086,17.246484,1.148242,17.918848,17.183789,1.316016,18.219531,16.703516,-1.754687,-18.269043,16.687500,-1.238770,-18.289355,16.930762,-0.979883,-18.139551
-17.420313,-1.270410,18.833203,-16.788086,-1.340625,18.725195,-17.014844,-1.089941,18.258105,-17.319629,0.615918,-17.836621,-17.784863,1.082520,-18.174609,-17.674414,1.275781,-17.473340,17.128418,1.283398,17.643945,17.693066,1.158594,17.429883,17.630664,1.346680,17.729492,17.170313,-1.775098,-17.796875,17.149121,-1.234082,-17.823633,17.381836,-0.986621,-17.664062
-17.892187,-1.273438,18.347656,-17.260352,-1.341016,18.258984,-17.477051,-1.098047,17.786914,-17.759961,0.618359,-17.347949,-18.233398,1.077344,-17.669336,-18.103027,1.282520,-16.966113,17.565137,1.282812,17.161133,18.115332,1.163867,16.915332,18.065137,1.371875,17.228320,17.616309,-1.795020,-17.305469,17.591504,-1.228516,-17.338574,17.814062,-0.996875,-17.165137
-18.350586,-1.282715,17.841406,-17.711621,-1.334863,17.762598,-17.924707,-1.095898,17.293945,-18.183594,0.615137,-16.839648,-18.669141,1.066504,-17.142383,-18.517187,1.295801,-16.441406,17.982715,1.270215,16.654883,18.525195,1.166309,16.391211,18.478809,1.391699,16.707422,18.048730,-1.813184,-16.797070,18.016602,-1.230078,-16.833984,18.233691,-0.998145,-16.650000
-18.790527,-1.285156,17.314844,-18.150879,-1.328906,17.254785,-18.348340,-1.089648,16.776563,-18.584863,0.618945,-16.307520,-19.082617,1.073926,-16.599316,-18.906348,1.293262,-15.892285,18.382812,1.256348,16.134570,18.916895,1.164648,15.841602,18.874609,1.404395,16.159180,18.459766,-1.838086,-16.266602,18.423633,-1.244238,-16.308496,18.628125,-1.002539,-16.111816
-19.212012,-1.289160,16.766211,-18.561914,-1.333105,16.722754,-18.754395,-1.076367,16.237598,-18.970996,0.647754,-15.763086,-19.479004,1.075000,-16.032520,-19.279980,1.287402,-15.326270,18.758691,1.233887,15.591211,19.295703,1.162109,15.281934,19.253809,1.410254,15.600977,18.854004,-1.869336,-15.719531,18.811328,-1.259570,-15.763770,19.007812,-1.022168,-15.559863
-19.608496,-1.272461,16.196387,-18.956055,-1.327734,16.170898,-19.140039,-1.064453,15.682910,-19.335156,0.673730,-15.197559,-19.853223,1.091895,-15.442383,-19.635059,1.296289,-14.740723,19.120703,1.194043,15.026758,19.647070,1.147754,14.703418,19.612012,1.414648,15.017969,19.228516,-1.897754,-15.150684,19.176855,-1.267773,-15.198242,19.374121,-1.047168,-14.988477
-19.988867,-1.268750,15.611328,-19.334375,-1.313867,15.600586,-19.509375,-1.038965,15.108887,-19.684570,0.699512,-14.615332,-20.206348,1.095117,-14.841602,-19.970215,1.311816,-14.141211,19.465918,1.162988,14.455469,19.980566,1.122754,14.103613,19.948145,1.402051,14.423438,19.584766,-1.933398,-14.568066,19.527637,-1.275586,-14.614941,19.718164,-1.059668,-14.396289
-20.349609,-1.245215,15.007812,-19.693652,-1.286035,15.010645,-19.860449,-1.001562,14.515332,-20.017383,0.732715,-14.018652,-20.545605,1.111621,-14.223828,-20.290625,1.325391,-13.526367,19.793848,1.111523,13.864941,20.301953,1.102441,13.493750,20.274316,1.387305,13.811816,19.925195,-1.951758,-13.966406,19.862695,-1.279199,-14.013867,20.041113,-1.077734,-13.787598
-20.692969,-1.224805,14.377539,-20.035547,-1.254785,14.400879,-20.191895,-0.982031,13.904687,-20.330078,0.736719,-13.391309,-20.863965,1.125977,-13.584766,-20.591895,1.333203,-12.887793,20.099902,1.072363,13.254297,20.593359,1.083301,12.855859,20.578418,1.372852,13.185645,20.244922,-1.972070,-13.346191,20.171973,-1.284082,-13.399023,20.346875,-1.088672,-13.137793
-21.016602,-1.200488,13.732812,-20.361621,-1.234961,13.771582,-20.506348,-0.952441,13.269043,-20.624316,0.752148,-12.750391,-21.163770,1.130664,-12.920312,-20.874805,1.351270,-12.233691,20.389160,1.039062,12.615332,20.880176,1.063477,12.199121,20.865430,1.355371,12.537793,20.543945,-1.981445,-12.704688,20.471973,-1.289160,-12.758496,20.636719,-1.109180,-12.457324
-21.325098,-1.178613,13.062891,-20.667188,-1.218359,13.118262,-20.802734,-0.916504,12.614355,-20.902441,0.766992,-12.090332,-21.448730,1.146973,-12.243164,-21.138184,1.359570,-11.561621,20.665332,1.021191,11.680176,21.150977,1.057910,11.528027,21.137402,1.363574,11.730859,20.829590,-1.991992,-12.046680,20.752539,-1.279004,-12.003809,20.910156,-1.125977,-11.742773
